,NCBI Tax ID,category,scientific_name,common_names
2194,204149,Plant Derivative,Ocimum tenuiflorum,holy basil oil
2195,52570,Plant Derivative,Trachyspermum ammi,Trachyspermum ammi seed
2196,37334,Plant Derivative,Citrus maxima,shaddock oil; pomelo oil; buntan oil; pummelo oil
2197,37656,Plant Derivative,Citrus x paradisi,grapefruit oil
2198,3988,Plant Derivative,Ricinus communis,castor bean oil
2199,185002,Plant Derivative,Plantago ovata,blond psyllium seed; ispaghul seed
2200,155022,Plant Derivative,Terminalia chebula,black myrobalan seed
2201,298661,Plant Derivative,Rhus coriaria,tanner's sumac seed; sicilian sumac seed
2202,78534,Plant Derivative,Trigonella foenum-graecum,fenugreek oil
2203,3661,Plant Derivative,Cucurbita maxima,boston marrow seed; winter squash seed; great pumpkin seed
2204,4045,Plant Derivative,Apium graveolens,chinese celery oil; celeriac oil; leaf celery oil; celery oil; stalk celery oil; celery knob oil
2205,3750,Plant Derivative,Malus domestica,cultivated apple seed; apple seed; apple tree seed
2206,4236,Plant Derivative,Lactuca sativa,cultivated lettuce seed; leaf lettuce seed; garden lettuce seed; curled lettuce seed
2207,103349,Plant Derivative,Vitis rotundifolia,muscadine seed; fox grape seed
2208,386182,Plant Derivative,Herpetospermum pedunculosum,Herpetospermum pedunculosum seed
2209,4270,Plant Derivative,Byrsonima crassifolia,indano seed; yoco seed; craboo seed; murici seed; nance seed; golden spoon seed
2210,3483,Plant Derivative,Cannabis sativa,marijuana oil; hemp oil
2211,3469,Plant Derivative,Papaver somniferum,opium poppy seed
2212,39350,Plant Derivative,Ocimum basilicum,sweet basil oil; basil oil
2213,93759,Plant Derivative,Corchorus olitorius,nalta jute seed
2214,143172,Plant Derivative,Arctium minus,Arctium minus seed
2215,3677,Plant Derivative,Trichosanthes kirilowii,gua lou seed; mongolian snake gourd seed; tian hua fen seed
2216,4232,Plant Derivative,Helianthus annuus,common sunflower oil
2217,48038,Plant Derivative,Foeniculum vulgare,bitter fennel oil; sweet fennel oil; fennel oil; roman fennel oil
2218,4722,Plant Derivative,Serenoa repens,saw palmetto oil
2219,4232,Plant Derivative,Helianthus annuus,common sunflower seed
2220,3726,Plant Derivative,Raphanus sativus,rat tail radish oil; chinese radish oil; kaiware daikon oil; radish oil; mougri oil; oil radish oil; japanese radish oil; daikon oil; east Asian wild radish oil
2221,342649,Plant Derivative,Nigella arvensis,wild fennel seed
