,pubChemID,common_name,functional_group
1401,68262,"2,6-Dimethoxy-1,4-Benzoquinone","Carbonyl compound, Ketone, Enolether"
1402,68289,Sesamol,"Acetal, Hydroxy compound, Phenol, Aromatic compound, Heterocyclic compound"
1403,68313,Hordenine,"Hydroxy compound, Phenol, Amine, Tert. amine, Tert. aliphat. amine, Aromatic compound"
1404,68316,Perillen,"Alkene, Aromatic compound, Heterocyclic compound"
1405,68345,1-Hentriacontanol,"Hydroxy compound, Alcohol, Prim. alcohol"
1406,68346,Artemisia Ketone,"Carbonyl compound, Ketone, Alkene"
1407,68353,Magnesium Oxalate,"Cation, Anion, Carboxylic acid deriv., Carboxylic acid salt"
1408,68374,7-Methylxanthine,"Oxohetarene, Aromatic compound, Heterocyclic compound"
1409,68381,Perilla Ketone,"Carbonyl compound, Ketone, Aromatic compound, Heterocyclic compound"
1410,68406,1-Octacosanol,"Hydroxy compound, Alcohol, Prim. alcohol"
1411,68477,Peucenin,"Carbonyl compound, Hydroxy compound, Phenol, Oxohetarene, Alkene, Aromatic compound, Heterocyclic compound"
1412,68482,2-(Benzoylamino)Benzoic Acid,"Carboxylic acid deriv., Carboxylic acid, Carboxylic acid amide, Carboxylic acid sec. amide, Aromatic compound"
1413,68486,Suberosin,"Ether, Alkylarylether, Oxohetarene, Alkene, Aromatic compound, Heterocyclic compound"
1414,68570,17Alpha-Estradiol,"Hydroxy compound, Alcohol, Sec. alcohol, Phenol, Aromatic compound"
1415,68960,Isobutyl Isothiocyanate,Isothiocyanate
1416,68972,1-Triacontanol,"Hydroxy compound, Alcohol, Prim. alcohol"
1417,69118,2-(Dimethylamino)Benzoic Acid,"Amine, Tert. amine, Tert. mixed amine, Carboxylic acid deriv., Carboxylic acid, Aromatic compound"
1418,69188,Ethyl Nicotinate,"Carboxylic acid deriv., Carboxylic acid ester, Aromatic compound, Heterocyclic compound"
1419,69362,Beta-Hydroxyisovaleric Acid,"Hydroxy compound, Alcohol, Tert. alcohol, Carboxylic acid deriv., Carboxylic acid"
1420,69421,Hexadecanamide,"Carboxylic acid deriv., Carboxylic acid amide, Carboxylic acid prim. amide"
1421,69502,Alloimperatorin,"Hydroxy compound, Phenol, Oxohetarene, Alkene, Aromatic compound, Heterocyclic compound"
1422,69512,Malvidin Chloride,"Cation, Anion, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
1423,69560,"2,6-Dimethylhydroquinone","Hydroxy compound, Phenol, Aromatic compound"
1424,69600,2-Hydroxy-4-Methoxybenzaldehyde,"Carbonyl compound, Aldehyde, Hydroxy compound, Phenol, Ether, Alkylarylether, Aromatic compound"
1425,69602,N-Acetylhistamine,"Carboxylic acid deriv., Carboxylic acid amide, Carboxylic acid sec. amide, Aromatic compound, Heterocyclic compound"
1426,69736,6-Hydroxymethylpterin,"Hydroxy compound, Alcohol, Prim. alcohol, Amine, Prim. amine, Prim. aromat. amine, Oxohetarene, Aromatic compound, Heterocyclic compound"
1427,69865,771-26-6,"Ether, Alkylarylether, Hydroxylamine, Carboxylic acid deriv., Hydroxamic acid, Aromatic compound, Heterocyclic compound"
1428,69867,Indole-3-Carboxylic Acid,"Carboxylic acid deriv., Carboxylic acid, Aromatic compound, Heterocyclic compound"
1429,69894,Isoscopoletin,"Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
1430,69963,5-Hexen-1-Ol,"Hydroxy compound, Alcohol, Prim. alcohol, Alkene"
1431,69968,Octadecyl Acetate,"Carboxylic acid deriv., Carboxylic acid ester"
1432,70140,3-Methoxysalicylic Acid,"Hydroxy compound, Phenol, Ether, Alkylarylether, Carboxylic acid deriv., Carboxylic acid, Aromatic compound"
1433,70164,Methyl Syringate,"Hydroxy compound, Phenol, Ether, Alkylarylether, Carboxylic acid deriv., Carboxylic acid ester, Aromatic compound"
1434,70361,Pterin-6-Carboxylic Acid,"Amine, Prim. amine, Prim. aromat. amine, Carboxylic acid deriv., Carboxylic acid, Oxohetarene, Aromatic compound, Heterocyclic compound"
1435,70639,3-Methylxanthine,"Oxohetarene, Aromatic compound, Heterocyclic compound"
1436,70813,"5-(3-Buten-1-Ynyl)-2,2'-Bithiophene","Alkene, Alkyne, Aromatic compound, Heterocyclic compound"
1437,70872,1156-51-0,"Cyanate, Aromatic compound"
1438,70934,"2,3-Dihydrofuran","Enolether, Heterocyclic compound"
1439,70954,(+)-Carvomenthene,Alkene
1440,70962,(+)-Isomenthone,"Carbonyl compound, Ketone"
1441,71034,2-Methoxyxanthone,"Carbonyl compound, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
1442,71552,Heptadecanal,"Carbonyl compound, Aldehyde"
1443,71628,Sitosteryl Glycoside,"Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Alkene, Heterocyclic compound"
1444,71629,Leucocyanidin,"Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Phenol, 1,2-diphenol, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
1445,72259,Fagomine,"Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, 1,2-aminoalcohol, Amine, Sec. amine, Sec. aliphat. amine, Heterocyclic compound"
1446,72276,(-)-Epicatechin,"Hydroxy compound, Alcohol, Sec. alcohol, Phenol, 1,2-diphenol, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
1447,72277,(-)-Epigallocatechin,"Hydroxy compound, Alcohol, Sec. alcohol, Phenol, 1,2-diphenol, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
1448,72281,Hesperetin,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
1449,72300,Magnolol,"Hydroxy compound, Phenol, Alkene, Aromatic compound"
1450,72303,Honokiol,"Hydroxy compound, Phenol, Alkene, Aromatic compound"
1451,72304,Isoflavone,"Carbonyl compound, Oxohetarene, Aromatic compound, Heterocyclic compound"
1452,72310,Columbamine,"Cation, Hydroxy compound, Phenol, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
1453,72322,Coptisine,"Cation, Acetal, Aromatic compound, Heterocyclic compound"
1454,72323,Jatrorrhizine,"Cation, Hydroxy compound, Phenol, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
1455,72344,Nobiletin,"Carbonyl compound, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
1456,72423,Uroporphyrin Iii,"Carboxylic acid deriv., Carboxylic acid, Aromatic compound, Heterocyclic compound"
1457,72506,Conidendrin,"Hydroxy compound, Phenol, Ether, Alkylarylether, Carboxylic acid deriv., Carboxylic acid ester, Lactone, Aromatic compound, Heterocyclic compound"
1458,72537,Rubrofusarin,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
1459,72616,Cryptopine,"Carbonyl compound, Ketone, Acetal, Ether, Alkylarylether, Amine, Tert. amine, Tert. aliphat. amine, Aromatic compound, Heterocyclic compound"
1460,72620,Thujic Acid,"Carboxylic acid deriv., Carboxylic acid, Alkene"
1461,72704,Berberrubine,"Cation, Acetal, Hydroxy compound, Phenol, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
1462,72732,Alpha-Lapachone,"Carbonyl compound, Ketone, Enolether, Aromatic compound, Heterocyclic compound"
1463,72734,Xyloidone,"Carbonyl compound, Ketone, Enolether, Alkene, Aromatic compound, Heterocyclic compound"
1464,72740,Juncusol,"Hydroxy compound, Phenol, Alkene, Aromatic compound"
1465,72757,"2H-1,4-Benzoxazin-3(4H)-One","Ether, Alkylarylether, Carboxylic acid deriv., Carboxylic acid amide, Carboxylic acid sec. amide, Lactam, Aromatic compound, Heterocyclic compound"
1466,72819,N-Methylflindersine,"Ether, Alkylarylether, Oxohetarene, Alkene, Aromatic compound, Heterocyclic compound"
1467,72889,"1,3-Dibenzylurea","Urea, Aromatic compound"
1468,73000,Pterin,"Amine, Prim. amine, Prim. aromat. amine, Oxohetarene, Aromatic compound, Heterocyclic compound"
1469,73044,Oxocularine,"Carbonyl compound, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
1470,73062,Kaurenoic Acid,"Carboxylic acid deriv., Carboxylic acid, Alkene"
1471,73111,Sennoside A,"Carbonyl compound, Ketone, Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Phenol, Carboxylic acid deriv., Carboxylic acid, Aromatic compound, Heterocyclic compound"
1472,73145,Beta-Amyrin,"Hydroxy compound, Alcohol, Sec. alcohol, Alkene"
1473,73160,(-)-Catechin,"Hydroxy compound, Alcohol, Sec. alcohol, Phenol, 1,2-diphenol, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
1474,73170,Alpha-Amyrin,"Hydroxy compound, Alcohol, Sec. alcohol, Alkene"
1475,73191,Nodakenin,"Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
1476,73193,Tormentic Acid,"Hydroxy compound, Alcohol, Sec. alcohol, Tert. alcohol, 1,2-diol, Carboxylic acid deriv., Carboxylic acid, Alkene"
1477,73207,Xanthomicrol,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
1478,73212,Lead(2+) Ion,
1479,73268,Isobarbituric Acid,"Hydroxy compound, Phenol, Oxohetarene, Aromatic compound, Heterocyclic compound"
1480,73309,Echinocystic Acid,"Hydroxy compound, Alcohol, Sec. alcohol, Carboxylic acid deriv., Carboxylic acid, Alkene"
1481,73330,Strictinin,"Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Phenol, 1,2-diphenol, Carboxylic acid deriv., Carboxylic acid ester, Lactone, Aromatic compound, Heterocyclic compound"
1482,73360,Pretazettine,"Hemiacetal, Acetal, Ether, Dialkylether, Amine, Tert. amine, Tert. aliphat. amine, Alkene, Aromatic compound, Heterocyclic compound"
1483,73386,Petunidin Chloride,"Cation, Anion, Hydroxy compound, Phenol, 1,2-diphenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
1484,73399,Pinoresinol,"Hydroxy compound, Phenol, Ether, Dialkylether, Alkylarylether, Aromatic compound, Heterocyclic compound"
1485,73410,Solasonine,"Acetal, Hemiaminal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Alkene, Heterocyclic compound"
1486,73447,Uvaretin,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, Ether, Alkylarylether, Aromatic compound"
1487,73467,Verbenalin,"Carbonyl compound, Ketone, Acetal, Enolether, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Carboxylic acid deriv., Carboxylic acid ester, Heterocyclic compound"
1488,73533,Catechin 7-Xyloside,"Acetal, Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Phenol, 1,2-diphenol, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
1489,73549,Tryptanthrin,"Carbonyl compound, Oxohetarene, Aromatic compound, Heterocyclic compound"
1490,73568,Corilagin,"Hydroxy compound, Alcohol, Sec. alcohol, Phenol, 1,2-diphenol, Carboxylic acid deriv., Carboxylic acid ester, Lactone, Aromatic compound, Heterocyclic compound"
1491,73571,Sakuranetin,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
1492,73611,Solamargine,"Acetal, Hemiaminal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Alkene, Heterocyclic compound"
1493,73635,Homoeriodictyol,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
1494,73649,Isoneorautenol,"Hydroxy compound, Phenol, Ether, Alkylarylether, Alkene, Aromatic compound, Heterocyclic compound"
1495,73659,Maslinic Acid,"Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Carboxylic acid deriv., Carboxylic acid, Alkene"
1496,73963,Ceric Oxide,
1497,74112,Trimethyl Citrate,"Hydroxy compound, Alcohol, Tert. alcohol, Carboxylic acid deriv., Carboxylic acid ester"
1498,74706,1912-33-0,"Carboxylic acid deriv., Carboxylic acid ester, Aromatic compound, Heterocyclic compound"
1499,74708,2-Hydroxyxanthone,"Carbonyl compound, Hydroxy compound, Phenol, Oxohetarene, Aromatic compound, Heterocyclic compound"
1500,74711,1917-64-2,"Carbonyl compound, Aldehyde, Ether, Dialkylether, Aromatic compound, Heterocyclic compound"
1501,74822,1-Heptacosanol,"Hydroxy compound, Alcohol, Prim. alcohol"
1502,75142,Beta-Hydroxypropiovanillone,"Carbonyl compound, Ketone, Hydroxy compound, Alcohol, Prim. alcohol, Phenol, Ether, Alkylarylether, Aromatic compound"
1503,75222,"3,5-Dimethyl-4-Hydroxybenzaldehyde","Carbonyl compound, Aldehyde, Hydroxy compound, Phenol, Aromatic compound"
1504,75231,4-Methoxysalicylic Acid,"Hydroxy compound, Phenol, Ether, Alkylarylether, Carboxylic acid deriv., Carboxylic acid, Aromatic compound"
1505,75263,Isopropyl Isothiocyanate,Isothiocyanate
1506,75324,Temurin,"Oxohetarene, Aromatic compound, Heterocyclic compound"
1507,75427,(R)-(+)-Citronellal,"Carbonyl compound, Aldehyde, Alkene"
1508,75552,Diallyl Tetrasulfide,"Disulfide, Sulfenic acid deriv., Alkene"
1509,75699,(1S)-(+)-Neomenthyl Acetate,"Carboxylic acid deriv., Carboxylic acid ester"
1510,75815,3-Phenylpropyl Isothiocyanate,"Isothiocyanate, Aromatic compound"
1511,76581,4-Methoxypyridoxine,"Hydroxy compound, Alcohol, Prim. alcohol, Phenol, Ether, Dialkylether, Aromatic compound, Heterocyclic compound"
1512,76617,5-Pentadecylresorcinol,"Hydroxy compound, Phenol, Aromatic compound"
1513,76658,Methyl Orsellinate,"Hydroxy compound, Phenol, Carboxylic acid deriv., Carboxylic acid ester, Aromatic compound"
1514,76662,2-Propionylfuran,"Carbonyl compound, Ketone, Aromatic compound, Heterocyclic compound"
1515,76689,4-Phenylbenzaldehyde,"Carbonyl compound, Aldehyde, Aromatic compound"
1516,76744,2-Methyl-5-Phenylpyridine,"Aromatic compound, Heterocyclic compound"
1517,76922,3-Butenyl Isothiocyanate,"Isothiocyanate, Alkene"
1518,76955,5-Hydroxyoxindole,"Hydroxy compound, Phenol, Carboxylic acid deriv., Carboxylic acid amide, Carboxylic acid sec. amide, Lactam, Aromatic compound, Heterocyclic compound"
1519,77387,"2,4,6-Trimethoxybenzophenone","Carbonyl compound, Ketone, Ether, Alkylarylether, Aromatic compound"
1520,77514,Atherospermidine,"Carbonyl compound, Ketone, Acetal, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
1521,77932,Diisopropyl Disulfide,"Disulfide, Sulfenic acid deriv."
1522,78016,4-O-Methylgallic Acid,"Hydroxy compound, Phenol, Ether, Alkylarylether, Carboxylic acid deriv., Carboxylic acid, Aromatic compound"
1523,78151,Sec-Butyl Isothiocyanate,Isothiocyanate
1524,78199,Ethyl (Methylthio)Acetate,"Thioether, Carboxylic acid deriv., Carboxylic acid ester"
1525,78405,3-Propylpyridine,"Aromatic compound, Heterocyclic compound"
1526,78941,Menthyl Valerate,"Carboxylic acid deriv., Carboxylic acid ester"
1527,79023,Diosphenol,"Carbonyl compound, Ketone, Enol"
1528,79029,"6,8-Dioxabicyclo[3.2.1]Octane-2,3,4-Triol","Acetal, Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Heterocyclic compound"
1529,79034,12-Hydroxydodecanoic Acid,"Hydroxy compound, Alcohol, Prim. alcohol, Carboxylic acid deriv., Carboxylic acid"
1530,79035,Tricyclene,
1531,79036,Isopiperitenone,"Carbonyl compound, Ketone, Alkene"
1532,79089,"3,4-Dimethylthiophene","Aromatic compound, Heterocyclic compound"
1533,79730,"4',5,7-Trimethoxyflavone","Carbonyl compound, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
1534,79786,4-Ethylbiphenyl,Aromatic compound
1535,79828,Dimethyl Tetrasulfide,"Disulfide, Sulfenic acid deriv."
1536,80018,1-Methylhexyl Acetate,"Carboxylic acid deriv., Carboxylic acid ester"
1537,80103,1-Hydroxy-2-Methoxyanthraquinone,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, Ether, Alkylarylether, Aromatic compound"
1538,80281,1-Nonadecanol,"Hydroxy compound, Alcohol, Prim. alcohol"
1539,80283,L-2-Aminobutyric Acid,"Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Alpha-aminoacid"
1540,80297,"2,4,6-Cycloheptatrien-1-One, 2-Hydroxy-3-(1-Methylethyl)-","Carbonyl compound, Hydroxy compound, Phenol, Oxohetarene, Aromatic compound"
1541,80309,Alizarin 1-Methyl Ether,"Carbonyl compound, Ketone, Hydroxy compound, Phenol, Ether, Alkylarylether, Aromatic compound"
1542,80790,Carvacryl Methyl Ether,"Ether, Alkylarylether, Aromatic compound"
1543,80792,Carvacryl Acetate,"Carboxylic acid deriv., Carboxylic acid ester, Aromatic compound"
1544,80922,"3,4,5-Trimethoxytoluene","Ether, Alkylarylether, Aromatic compound"
1545,81037,Bayer 48772,"Sulfoxide, Aromatic compound"
1546,81142,6639-62-9,"Carboxylic acid deriv., Carboxylic acid ester, Sulfonic acid deriv., Sulfonamide, Aromatic compound, Heterocyclic compound"
1547,81264,6814-36-4,"Carbonyl compound, Aldehyde, Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Carboxylic acid deriv., Carboxylic acid, Alpha-hydroxyacid"
1548,81505,Unii-Gka8535Xzr,"Carboxylic acid deriv., Carboxylic acid ester, Alkene"
1549,81544,Unii-Xg4Z2952Ge,"Carboxylic acid deriv., Carboxylic acid ester, Alkene"
1550,81722,Delta-Terpineol,"Hydroxy compound, Alcohol, Tert. alcohol, Alkene"
1551,81772,Dimethyl Pentasulphide,"Disulfide, Sulfenic acid deriv."
1552,81844,2-Octadecanone,"Carbonyl compound, Ketone"
1553,81886,2-Isopropenyltoluene,"Alkene, Aromatic compound"
1554,82142,Methiin,"Amine, Prim. amine, Prim. aliphat. amine, Carboxylic acid deriv., Carboxylic acid, Sulfoxide, Alpha-aminoacid"
1555,82227,7785-70-8,Alkene
1556,82336,Methyl 2-(Dimethylamino)Benzoate,"Amine, Tert. amine, Tert. mixed amine, Carboxylic acid deriv., Carboxylic acid ester, Aromatic compound"
1557,82755,Hydroxytyrosol,"Hydroxy compound, Alcohol, Prim. alcohol, Phenol, 1,2-diphenol, Aromatic compound"
1558,83182,Kyselina Pangamova [Czech],"Aminal, Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Carboxylic acid deriv., Carboxylic acid, Carboxylic acid ester, Alpha-hydroxyacid"
1559,83797,4-Penten-2-One,"Carbonyl compound, Ketone, Alkene"
1560,84298,Asperuloside,"Acetal, Enolether, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Carboxylic acid deriv., Carboxylic acid ester, Lactone, Alkene, Heterocyclic compound"
1561,84532,(-)-Isopinocamphone,"Carbonyl compound, Ketone"
1562,84571,Alpha-Lactose,"Hemiacetal, Acetal, Hydroxy compound, Alcohol, Prim. alcohol, Sec. alcohol, 1,2-diol, Heterocyclic compound"
1563,84740,685-73-4,"Carbonyl compound, Aldehyde, Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Carboxylic acid deriv., Carboxylic acid, Alpha-hydroxyacid"
1564,84800,Primin,"Carbonyl compound, Ketone, Enolether, Alkene"
1565,84825,Rosefuran,"Alkene, Aromatic compound, Heterocyclic compound"
1566,85228,2-Butyl-3-Methylpyrazine,"Aromatic compound, Heterocyclic compound"
1567,85567,Cis-Piperitol,"Hydroxy compound, Alcohol, Sec. alcohol, Alkene"
1568,85704,"5-Hydroxy-2-(4-Hydroxyphenyl)-4-Oxo-3,4-Dihydro-2H-Chromen-7-Yl 6-O-(6-Deoxyhexopyranosyl)Hexopyranoside","Carbonyl compound, Ketone, Acetal, Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Phenol, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
1569,85705,Neoponcirin,"Carbonyl compound, Ketone, Acetal, Hydroxy compound, Alcohol, Sec. alcohol, 1,2-diol, Phenol, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
1570,85788,2-Nonyl Acetate,"Carboxylic acid deriv., Carboxylic acid ester"
1571,86052,Neotocopherol,"Hydroxy compound, Phenol, Ether, Alkylarylether, Aromatic compound, Heterocyclic compound"
1572,86374,Allixin,"Carbonyl compound, Hydroxy compound, Phenol, Ether, Alkylarylether, Oxohetarene, Aromatic compound, Heterocyclic compound"
1573,86592,"3,5,7-Nonatrien-2-One","Carbonyl compound, Ketone, Alkene"
1574,86597,Alpha-Bisabolene,Alkene
1575,86609,Alpha-Cubebene,Alkene
1576,86705,Androst-16-En-3-One,"Carbonyl compound, Ketone, Alkene"
1577,86752,4-Menthen-8-Ol,"Hydroxy compound, Alcohol, Tert. alcohol, Alkene"
1578,86753,P-Menth-1-En-9-Ol,"Hydroxy compound, Alcohol, Prim. alcohol, Alkene"
1579,86786,Methylisopelletierine,"Carbonyl compound, Ketone, Amine, Tert. amine, Tert. aliphat. amine, Heterocyclic compound"
1580,86818,2-Methyl-3-[4-(Propan-2-Yl)Cyclohex-1-En-1-Yl]Propanal,"Carbonyl compound, Aldehyde, Alkene"
1581,86821,Stigmast-5-En-3-Ol,"Hydroxy compound, Alcohol, Sec. alcohol, Alkene"
1582,86869,Dehydroabietan,Aromatic compound
