,id,category,name,disease_synonyms
2308,MESH:D014890,Cardiovascular disease|Immune system disease|Respiratory tract disease,Granulomatosis with Polyangiitis,"Granulomatosis, Wegener|Granulomatosis, Wegener's|Granulomatosis with Polyangiitides|GRANULOMATOSIS WITH POLYANGIITIS|Polyangiitides, Granulomatosis with|Polyangiitis, Granulomatosis with|Wegener Granulomatosis|Wegener's Granulomatosis|WG|with Polyangiitides, Granulomatosis|with Polyangiitis, Granulomatosis"
2309,MESH:C565201,Cancer|Urogenital disease (male),"Prostate Cancer, Hereditary, 7",HPC7|Prostate Cancer Aggressiveness
2310,MESH:C536366,Genetic disease (inborn)|Skin disease,"Angioma serpiginosum, X-linked",Angioma serpiginosum
2311,OMIM:615401,Immune system disease,IMMUNODEFICIENCY 8,IMD8
2312,MESH:D007011,Endocrine system disease,Hypoparathyroidism,"Hypoparathyroidism, Idiopathic|Idiopathic Hypoparathyroidism"
2313,MESH:D021501,Signs and symptoms,Flank Pain,"Flank Pain, Left|Flank Pain, Right|Flank Pains|Flank Pains, Left|Flank Pains, Right|Left Flank Pain|Left Flank Pains|Pain, Flank|Pain, Left Flank|Pain, Right Flank|Pains, Flank|Pains, Left Flank|Pains, Right Flank|Right Flank Pain|Right Flank Pains"
2314,OMIM:616893,Urogenital disease (female)|Urogenital disease (male),"NEPHROTIC SYNDROME, TYPE 13",NPHS13
2315,OMIM:614415,Wounds and injuries,CHILBLAIN LUPUS 2,CHBL2
2316,MESH:D003551,Parasitic disease,Cysticercosis,Cysticercoses
2317,MESH:C537477,Digestive system disease|Metabolic disease|Musculoskeletal disease|Nervous system disease,Mitochondrial neurogastrointestinal encephalopathy syndrome,"Mitochondrial DNA Depletion Syndrome 1|Mitochondrial DNA Depletion Syndrome 8A|MITOCHONDRIAL DNA DEPLETION SYNDROME 8A (ENCEPHALOMYOPATHIC TYPE WITH RENAL TUBULOPATHY)|Mitochondrial Dna Depletion Syndrome, Encephalomyopathic Form, With Renal Tubulopathy, Autosomal Recessive|MITOCHONDRIAL DNA DEPLETION SYNDROME, ENCEPHALOMYOPATHIC, WITH RENAL TUBULOPATHY, AUTOSOMAL RECESSIVE  MITOCHONDRIAL DNA DEPLETION SYNDROME 8B (MNGIE TYPE), INCLUDED|Mitochondrial Myopathy with Sensorimotor Polyneuropathy, Ophthalmoplegia, and Pseudo-Obstruction|Mitochondrial Neurogastrointestinal Encephalopathy Disease|Mitochondrial Neurogastrointestinal Encephalopathy Syndrome, Rrm2b-Related|MITOCHONDRIAL NEUROGASTROINTESTINAL ENCEPHALOPATHY SYNDROME, RRM2B-RELATED, INCLUDED|MNGIE Disease|Mngie, Rrm2b-Related|MNGIE, RRM2B-RELATED, INCLUDED|MNGIE Syndrome|Mngie Without Leukoencephalopathy|MTDPS8A|MTDPS8B, INCLUDED|Myoneurogastrointestinal encephalopathy syndrome|Oculogastrointestinal Muscular Dystrophy|POLIP Syndrome|Polyneuropathy, ophthalmoplegia, leukoencephalopathy, and intestinal pseudoobstruction|Polyneuropathy, Ophthalmoplegia, Leukoencephalopathy, and Intestinal Pseudo-Obstruction|Thymidine Phosphorylase Deficiency"
2318,OMIM:105550,Mental disorder|Metabolic disease|Nervous system disease,FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 1,ALSFTD|AMYOTROPHIC LATERAL SCLEROSIS AND/OR FRONTOTEMPORAL DEMENTIA|FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS|FRONTOTEMPORAL DEMENTIA AND/OR MOTOR NEURON DISEASE|FTDALS|FTDALS1|FTDMND
2319,OMIM:615266,Endocrine system disease|Nervous system disease|Signs and symptoms,HYPOGONADOTROPIC HYPOGONADISM 17 WITH OR WITHOUT ANOSMIA,HH17
2320,MESH:D020817,Mental disorder,Asperger Syndrome,"Asperger Disease|Asperger Diseases|Asperger Disorder|Asperger Disorders|Asperger's Disease|Aspergers Disease|Asperger's Diseases|Asperger's Disorder|Aspergers Disorder|Asperger's Syndrome|Aspergers Syndrome|ASPERGER SYNDROME, SUSCEPTIBILITY TO, 1|ASPERGER SYNDROME, SUSCEPTIBILITY TO, 2|ASPERGER SYNDROME, SUSCEPTIBILITY TO, 3|ASPERGER SYNDROME, SUSCEPTIBILITY TO, 4|ASPG1|ASPG2|ASPG3|ASPG4|Disease, Asperger|Disease, Asperger's|Diseases, Asperger|Diseases, Asperger's|Disorder, Asperger|Disorder, Asperger's|Disorders, Asperger|Syndrome, Asperger|Syndrome, Asperger's"
2321,MESH:C567201,Congenital abnormality|Nervous system disease,"Polymicrogyria, Bilateral Occipital","BTOP|POLYMICROGYRIA, BILATERAL TEMPOROOCCIPITAL"
2322,MESH:D027601,Viral disease,Polyomavirus Infections,Polyomavirus Infection
2323,OMIM:603188,Nutrition disorder|Signs and symptoms,BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 8,"BMIQ8|OBESITY, SUSCEPTIBILITY TO"
2324,MESH:D016893,Cardiovascular disease|Nervous system disease,Carotid Stenosis,"Artery Narrowing, Carotid|Artery Narrowings, Carotid|Artery Plaque, Carotid|Artery Plaques, Carotid|Artery Stenoses, Carotid|Artery Stenosis, Carotid|Carotid Artery Narrowing|Carotid Artery Narrowings|Carotid Artery Plaque|Carotid Artery Plaques|Carotid Artery Stenoses|Carotid Artery Stenosis|Carotid Artery Ulcerating Plaque|Carotid Stenoses|Carotid Ulcer|Carotid Ulcers|Common Carotid Artery Stenosis|External Carotid Artery Stenosis|Internal Carotid Artery Stenosis|Narrowing, Carotid Artery|Narrowings, Carotid Artery|Plaque, Carotid Artery|Plaques, Carotid Artery|Plaque, Ulcerating, Carotid Artery|Stenoses, Carotid|Stenoses, Carotid Artery|Stenosis, Carotid|Stenosis, Carotid Artery|Stenosis, Common Carotid Artery|Stenosis, External Carotid Artery|Ulcerating Plaque, Carotid Artery|Ulcer, Carotid|Ulcers, Carotid"
2325,MESH:C564511,Genetic disease (inborn)|Nervous system disease,"Mental Retardation, X-Linked 77",MRX77
2326,MESH:D014136,Respiratory tract disease,Tracheitis,Tracheitides
2327,MESH:D003639,Ear-nose-throat disease|Nervous system disease|Signs and symptoms,"Hearing Loss, Sudden","Deafness, Sudden|Sudden Deafness|Sudden Hearing Loss"
2328,MESH:C564741,Blood disease|Genetic disease (inborn),"Vitamin K-Dependent Clotting Factors, Combined Deficiency Of, 1","Factors II, VII, IX, And X, Combined Deficiency Of|Familial Multiple Coagulation Factor Deficiency III|FMFD III|Glutamic Acid, Deficient Gamma-Carboxylation Of|MCFD3|Multiple Coagulation Factor Deficiency III|Vitamin K-Dependent Coagulation Defect|VKCFD|VKCFD1"
2329,MESH:C565531,Blood disease|Genetic disease (inborn)|Immune system disease,"Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Positive, Type II","CDG2|CGD, Autosomal Recessive Cytochrome B-Positive, Type II|Granulomatous Disease, Chronic, due to NCF2 Deficiency|NCF2, DEFICIENCY OF|Neutrophil Cytosol Factor 2, Deficiency of|P67-Phox, Deficiency of"
2330,OMIM:613070,Digestive system disease,"LIVER FAILURE, INFANTILE, TRANSIENT",LFIT
2331,MESH:D006932,Pathology (process),Hyperbilirubinemia,Bilirubinemia|Bilirubinemias|Hyperbilirubinemias
2332,OMIM:615629,Ear-nose-throat disease|Nervous system disease|Signs and symptoms,"DEAFNESS, AUTOSOMAL DOMINANT 56",DFNA56
2333,MESH:C567016,Mental disorder|Nervous system disease|Signs and symptoms,"Mental Retardation, Autosomal Recessive 7","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 22|MRT22|MRT7"
2334,MESH:C564634,Ear-nose-throat disease|Nervous system disease|Signs and symptoms,"Deafness, Autosomal Dominant 21",DFNA21
2335,MESH:C566912,Genetic disease (inborn)|Musculoskeletal disease|Nervous system disease,"Muscular Dystrophy, Limb-Girdle, Type 2M",LGMD2M
2336,MESH:C563797,Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease,Combined Oxidative Phosphorylation Deficiency 1,"COXPD1|Hepatoencephalopathy, Early Fatal Progressive"
2337,MESH:D006314,Ear-nose-throat disease|Nervous system disease|Signs and symptoms,"Hearing Loss, Conductive",Conductive Hearing Loss
2338,MESH:C537730,Eye disease|Genetic disease (inborn)|Metabolic disease|Skin disease,Oculocutaneous albinism type 2,"Albinism 2|Albinism II|ALBINISM II ALBINISM, BROWN OCULOCUTANEOUS, INCLUDED|Albinism, oculocutaneous, type 2|Albinism, Oculocutaneous, Type II|Albinoidism|BOCA, INCLUDED|BROWN OCULOCUTANEOUS ALBINISM, INCLUDED|OCA2|Oculocutaneous Albinism, Type II|Oculocutaneous albinism tyrosinase positive|Oculocutaneous Albinism, Tyrosinase-Positive|Tyrosinase-positive oculocutaneous albinism"
2339,OMIM:614116,Congenital abnormality|Genetic disease (inborn)|Nervous system disease,"NEUROPATHY, HEREDITARY SENSORY, TYPE IE","HSN1E|HSN IE|NEUROPATHY, HEREDITARY SENSORY, WITH HEARING LOSS AND DEMENTIA"
2340,MESH:D012817,Signs and symptoms,"Signs and Symptoms, Digestive",None
2341,MESH:D011559,Nervous system disease,Pseudotumor Cerebri,"Benign Intracranial Hypertension|Hypertension, Benign Intracranial|Hypertension, Idiopathic Intracranial|Idiopathic Intracranial Hypertension|Intracranial Hypertension, Benign|Intracranial Hypertension, Idiopathic"
2342,MESH:C537088,Congenital abnormality|Musculoskeletal disease,Brachydactyly type A1,"BDA1|Brachydactyly, Farabee type|Brachydactyly, Type A1|Farabee-Type Brachydactyly"
2343,MESH:C566454,Endocrine system disease,"Thyroid Hormone Metabolism, Abnormal",None
2344,MESH:C567129,Cardiovascular disease|Musculoskeletal disease|Nervous system disease,"Myopathy, Early-Onset, with Fatal Cardiomyopathy","Early-Onset Myopathy with Fatal Cardiomyopathy|EOMFC|MYOPATHY, EARLY-ONSET, WITH FATAL CARDIOMYOPATHY|Salih Cmd|Salih Congenital Muscular Dystrophy|Salih Myopathy|SALMY"
2345,MESH:C580003,Endocrine system disease|Nervous system disease,Combined Pituitary Hormone Deficiency,"CPHD6|Panhypopituitarism|PITUITARY HORMONE DEFICIENCY, COMBINED, 6"
2346,MESH:D017240,Metabolic disease|Musculoskeletal disease|Nervous system disease,Mitochondrial Myopathies,"Disease, Luft|Disease, Luft's|Luft Disease|Luft's Disease|Lufts Disease|Megaconial Myopathies|Megaconial Myopathy|Mitochondrial Myopathy|Myopathies, Mitochondrial|Myopathies, Pleoconial|Myopathy, Megaconial|Myopathy, Pleoconial|Pleoconial Myopathies|Pleoconial Myopathy"
2347,MESH:C567574,Congenital abnormality|Endocrine system disease|Urogenital disease (female)|Urogenital disease (male),"46,Xy Gonadal Dysgenesis, Complete, Sry-Related","Gonadal Dysgenesis, Xy Female Type"
2348,MESH:D018332,Cancer,"Nevus, Epithelioid and Spindle Cell","Nevus, Spindle Cell and Epithelioid|Nevus, Spitz|Spitz Nevus"
2349,MESH:D028227,Genetic disease (inborn)|Metabolic disease|Nervous system disease,"Amyloid Neuropathies, Familial","Amyloid Neuropathy, Familial|Amyloid Neuropathy Type 1|Amyloidoses, Hereditary Neuropathic|Amyloidoses, Portuguese Polyneuritic|Amyloidosis, Hereditary Neuropathic|Amyloidosis, Portuguese Polyneuritic|Amyloid Polyneuropathies, Familial|Amyloid Polyneuropathy, British Type|Amyloid Polyneuropathy, Familial|Amyloid Polyneuropathy, Iowa Type|Amyloid Polyneuropathy, Swiss Type|Amyloid Syndrome, Neuropathic|Amyloid Syndromes, Neuropathic|Appalachian Type Familial Amyloid Polyneuropathy|British Type Amyloid Polyneuropathy|Familial Amyloid Neuropathies|Familial Amyloid Neuropathy|Familial Amyloid Neuropathy, Andrade Type|Familial Amyloid Neuropathy, Finnish Type|Familial Amyloid Neuropathy, Portuguese Type|Familial Amyloid Polyneuropathies|Familial Amyloid Polyneuropathy|Familial Amyloid Polyneuropathy, Appalachian Type|Familial Amyloid Polyneuropathy, Jewish Type|Familial Amyloid Polyneuropathy, Type I|Familial Amyloid Polyneuropathy, Type II|Familial Amyloid Polyneuropathy, Type III|Familial Amyloid Polyneuropathy, Type IV|Familial Amyloid Polyneuropathy, Type V|Familial Amyloid Polyneuropathy, Type VI|Familial Portuguese Polyneuritic Amyloidosis|Finnish Type Familial Amyloid Neuropathy|Hereditary Neuropathic Amyloidoses|Hereditary Neuropathic Amyloidosis|Iowa Type Amyloid Polyneuropathy|Jewish Type Familial Amyloid Polyneuropathy|Neuropathic Amyloidoses, Hereditary|Neuropathic Amyloidosis, Hereditary|Neuropathic Amyloid Syndrome|Neuropathic Amyloid Syndromes|Neuropathies, Familial Amyloid|Neuropathy, Familial Amyloid|Polyneuritic Amyloidoses, Portuguese|Polyneuritic Amyloidosis, Portuguese|Polyneuropathies, Familial Amyloid|Polyneuropathy, Familial Amyloid|Portuguese Polyneuritic Amyloidoses|Portuguese Polyneuritic Amyloidosis|Portuguese Type Familial Amyloid Neuropathy|Swiss Type Amyloid Polyneuropathy|Syndrome, Neuropathic Amyloid|Syndromes, Neuropathic Amyloid|Syndrome, Wohlwill-Andrade|Syndrome, Wohlwill-Corino Andrade|Type I Familial Amyloid Polyneuropathy|Type II Familial Amyloid Polyneuropathy|Type III Familial Amyloid Polyneuropathy|Type IV Familial Amyloid Polyneuropathy|Type V Familial Amyloid Polyneuropathy|Type VI Familial Amyloid Polyneuropathy|Wohlwill Andrade Syndrome|Wohlwill-Andrade Syndrome|Wohlwill Corino Andrade Syndrome|Wohlwill-Corino Andrade Syndrome"
2350,OMIM:605552,Metabolic disease|Nutrition disorder,ABDOMINAL OBESITY-METABOLIC SYNDROME 1,"AOMS1|METABOLIC SYNDROME, PROTECTION AGAINST, INCLUDED|METABOLIC SYNDROME X ABDOMINAL OBESITY-METABOLIC SYNDROME QUANTITATIVE TRAIT LOCUS 1, INCLUDED"
2351,OMIM:615597,Genetic disease (inborn)|Metabolic disease,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ix",CDG1X|CDGIx|CDG Ix
2352,MESH:D005262,Signs and symptoms,Feminization,Feminizations
2353,MESH:D007938,Cancer,Leukemia,Leucocythaemia|Leucocythaemias|Leucocythemia|Leucocythemias|Leukemias
2354,MESH:D059327,Congenital abnormality|Musculoskeletal disease,Brachydactyly,Brachydactylia|Brachydactylias|Brachydactylies|Brachydactylism|Brachydactylisms
2355,OMIM:124000,Metabolic disease,"MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 1",MC3DN1
2356,MESH:C567057,Congenital abnormality|Ear-nose-throat disease|Genetic disease (inborn)|Respiratory tract disease,"Ciliary Dyskinesia, Primary, 6",CILD6
2357,OMIM:614842,Endocrine system disease|Nervous system disease|Signs and symptoms,HYPOGONADOTROPIC HYPOGONADISM 13 WITH OR WITHOUT ANOSMIA,HH13
2358,MESH:D004671,Nervous system disease|Viral disease,"Encephalitis, Arbovirus","Arbovirus Encephalitides|Arbovirus Encephalitis|Arthropod-Borne Encephalitides|Arthropod Borne Encephalitis|Arthropod-Borne Encephalitis|Arthropod-Borne Viral Encephalitides|Arthropod Borne Viral Encephalitis|Arthropod-Borne Viral Encephalitis|Encephalitides, Arbovirus|Encephalitides, Arthropod-Borne|Encephalitides, Arthropod-Borne Viral|Encephalitides, Epidemic|Encephalitides, Mosquito-Borne|Encephalitis, Arthropod Borne|Encephalitis, Arthropod-Borne|Encephalitis, Arthropod-Borne Viral|Encephalitis, Epidemic|Encephalitis, Mosquito Borne|Encephalitis, Mosquito-Borne|Epidemic Encephalitides|Epidemic Encephalitis|Mosquito-Borne Encephalitides|Mosquito Borne Encephalitis|Mosquito-Borne Encephalitis|Viral Encephalitides, Arthropod-Borne|Viral Encephalitis, Arthropod Borne|Viral Encephalitis, Arthropod-Borne"
2359,MESH:D015431,Signs and symptoms,Weight Loss,"Losses, Weight|Loss, Weight|Reductions, Weight|Reduction, Weight|Weight Losses|Weight Reduction|Weight Reductions"
2360,MESH:D002276,Cancer,Carcinoid Tumor,"Argentaffinoma|Argentaffinomas|Carcinoid|Carcinoid, Goblet Cell|Carcinoids|Carcinoids, Goblet Cell|Carcinoid Tumors|Goblet Cell Carcinoid|Goblet Cell Carcinoids|Tumor, Carcinoid|Tumors, Carcinoid"
2361,OMIM:201300,Congenital abnormality|Genetic disease (inborn)|Nervous system disease,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IIA","ACROOSTEOLYSIS, GIACCAI TYPE|ACROOSTEOLYSIS, NEUROGENIC|HSAN2A|HSAN IIA|HSN2A|HSN IIA|MORVAN DISEASE|NEUROPATHY, CONGENITAL SENSORY|NEUROPATHY, HEREDITARY SENSORY RADICULAR, AUTOSOMAL RECESSIVE|NEUROPATHY, HEREDITARY SENSORY, TYPE IIA|NEUROPATHY, PROGRESSIVE SENSORY, OF CHILDREN"
2362,MESH:C566899,Congenital abnormality|Eye disease,"Microphthalmia, Isolated, with Coloboma 5",MCOPCB5
2363,MESH:D018289,Cancer,"Carcinoma, Verrucous","Carcinomas, Verrucous|Verrucous Carcinoma|Verrucous Carcinomas"
2364,MESH:C564399,Ear-nose-throat disease|Nervous system disease|Signs and symptoms,"Deafness, Autosomal Dominant 44",DFNA44
2365,MESH:C535935,Digestive system disease,"Cholestasis, progressive familial intrahepatic 3","Abcb4-Related Intrahepatic Cholestasis|Cholestasis, Progressive Familial Intrahepatic, 3|Cholestasis, Progressive Familial Intrahepatic, with Elevated Serum Gamma-Glutamyltransferase|Low gamma-GT Familial Intrahepatic Cholestasis|MDR3 Deficiency|PFIC3|Progressive Familial Intrahepatic Cholestasis 3 (PFIC 3)|Progressive Familial Intrahepatic Cholestasis 3 (PFIC3)|Progressive familial intrahepatic cholestasis with elevated serum gamma-glutamyltransferase"
2366,MESH:D000377,Nervous system disease|Signs and symptoms,Agnosia,"Agnosia, Auditory|Agnosia, Body-Image|Agnosia, Congenital Auditory|Agnosia, Developmental|Agnosia, Finger|Agnosia for Pain|Agnosia for Smell|Agnosia for Taste|Agnosia for Tastes|Agnosia for Temperature|Agnosia, Gustatory|Agnosia, Ideational|Agnosia, Olfactory|Agnosia, Position|Agnosias|Agnosias, Auditory|Agnosias, Body-Image|Agnosias, Congenital Auditory|Agnosias, Developmental|Agnosia, Sensory|Agnosias, Finger|Agnosias, Ideational|Agnosias, Olfactory|Agnosia, Somatosensory|Agnosias, Position|Agnosias, Sensory|Agnosias, Somatosensory|Agnosias, Tactile|Agnosias, Time|Agnosias, Topographical|Agnosias, Visual|Agnosias, Visuospatial|Agnosia, Tactile|Agnosia, Time|Agnosia, Topographical|Agnosia, Visual|Agnosia, Visuospatial|Anosognosia|Anosognosias|Auditory Agnosia|Auditory Agnosia, Congenital|Auditory Agnosias|Auditory Agnosias, Congenital|Body Image Agnosia|Body-Image Agnosia|Body-Image Agnosias|Congenital Auditory Agnosia|Congenital Auditory Agnosias|Developmental Agnosia|Developmental Agnosias|Finger Agnosia|Finger Agnosias|Gustatory Agnosia|Ideational Agnosia|Ideational Agnosias|Olfactory Agnosia|Olfactory Agnosias|Position Agnosia|Position Agnosias|Sensory Agnosia|Sensory Agnosias|Somatosensory Agnosia|Somatosensory Agnosias|Syndromes, Visual Disorientation|Syndrome, Visual Disorientation|Tactile Agnosia|Tactile Agnosias|Time Agnosia|Time Agnosias|Topographical Agnosia|Topographical Agnosias|Visual Agnosia|Visual Agnosia for Objects|Visual Agnosias|Visual Disorientation Syndrome|Visual Disorientation Syndromes|Visuospatial Agnosia|Visuospatial Agnosias"
2367,MESH:C564510,Congenital abnormality|Mental disorder|Musculoskeletal disease|Nervous system disease|Pathology (process)|Signs and symptoms,Cubitus Valgus with Mental Retardation and Unusual Facies,None
2368,MESH:D018376,Cardiovascular disease|Congenital abnormality,Cardiovascular Abnormalities,"Abnormalities, Cardiovascular|Abnormality, Cardiovascular|Cardiovascular Abnormality"
2369,OMIM:613987,Congenital abnormality|Genetic disease (inborn)|Skin disease,"DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 2",DKCB2
2370,MESH:C537404,Endocrine system disease|Musculoskeletal disease|Nervous system disease,Pituitary dwarfism 1,"Growth hormone deficiency, isolated, autosomal recessive|IGHD1A|IGHD IA|ILLIG-TYPE GROWTH HORMONE DEFICIENCY|Isolated growth hormone deficiency, type 1b|Isolated Growth Hormone Deficiency, Type IA|Nanism due to growth hormone isolated deficiency|Pituitary Dwarfism I|PRIMORDIAL DWARFISM|Sexual ateleiotic dwarfism"
2371,MESH:C535575,Cancer,"Carcinoma, squamous cell of head and neck","HNSCC|Squamous Cell Carcinoma, Head And Neck|Squamous cell carcinoma of the head and neck"
2372,MESH:D002971,Congenital abnormality|Mouth disease,Cleft Lip,"Cleft Lips|Harelip|Harelips|Lip, Cleft|Lips, Cleft"
2373,MESH:C566900,Nervous system disease,"Primary Lateral Sclerosis, Adult, 1","PLSA|PLSA1|PLS, Adult"
2374,MESH:D009902,Eye disease|Nervous system disease,Optic Neuritis,"Anterior Optic Neuritides|Anterior Optic Neuritis|Neuritides, Anterior Optic|Neuritides, Optic|Neuritides, Posterior Optic|Neuritides, Retrobulbar|Neuritis, Anterior Optic|Neuritis, Optic|Neuritis, Posterior Optic|Neuritis, Retrobulbar|Neuropapillitides|Neuropapillitis|Optic Neuritides|Optic Neuritides, Anterior|Optic Neuritides, Posterior|Optic Neuritis, Anterior|Optic Neuritis, Posterior|Posterior Optic Neuritides|Posterior Optic Neuritis|Retrobulbar Neuritides|Retrobulbar Neuritis"
2375,MESH:D013224,Immune system disease|Respiratory tract disease,Status Asthmaticus,"Asthmatic Crises|Asthmatic Crisis|Asthmatic Shock|Asthmatic Shocks|Asthmaticus, Status|Crises, Asthmatic|Crisis, Asthmatic|Shock, Asthmatic|Shocks, Asthmatic"
2376,OMIM:614838,Endocrine system disease|Nervous system disease|Signs and symptoms,HYPOGONADOTROPIC HYPOGONADISM 9 WITH OR WITHOUT ANOSMIA,HH9
2377,MESH:D018640,Congenital abnormality|Mouth disease,Stomatognathic System Abnormalities,"Abnormalities, Stomatognathic System|Abnormality, Stomatognathic System|Stomatognathic System Abnormality"
2378,OMIM:613956,Bacterial infection or mycosis|Skin disease,"CANDIDIASIS, FAMILIAL, 6","CANDF6|CANDIDIASIS, FAMILIAL CHRONIC MUCOCUTANEOUS, AUTOSOMAL DOMINANT"
2379,MESH:D018677,Mouth disease|Wounds and injuries,Tooth Injuries,"Injuries, Teeth|Injuries, Tooth|Injury, Teeth|Injury, Tooth|Teeth Injuries|Teeth Injury|Tooth Injury"
